Cluster,Persona,Churn,Tenure,SatisfactionScore,OrderCount,CouponUsed,CashbackAmount,DaySinceLastOrder,HourSpendOnApp,Complain,OrderAmountHikeFromlastYear
1,Premium Customers,0,7.0,1,7.0,3.0,147.24,2.0,2.0,0,13.0
1,Premium Customers,0,22.0,5,1.0,1.0,132.11,4.0,2.0,0,14.0
3,Discount Seekers,0,12.0,5,7.0,3.0,153.77,7.0,3.0,0,13.0
1,Premium Customers,0,0.0,5,1.0,0.0,140.66,7.0,3.0,0,11.0
1,Premium Customers,0,8.0,5,1.0,1.0,152.08,10.0,2.0,0,11.0
1,Premium Customers,0,1.0,5,1.0,1.0,148.77,0.0,2.0,0,21.0
1,Premium Customers,0,0.0,1,2.0,0.0,131.17,2.0,3.0,0,18.0
0,High Churn Risk,1,9.0,1,1.0,1.0,115.69,0.0,3.0,1,12.0
2,Loyal Customers,0,20.0,3,1.0,1.0,296.58,0.0,3.0,0,15.0
1,Premium Customers,0,12.0,3,1.0,0.0,130.69,7.0,3.0,0,15.0
3,Discount Seekers,0,13.0,3,14.0,6.0,204.35,12.0,3.0,0,13.0
1,Premium Customers,0,8.0,3,2.0,0.0,141.48,9.0,2.0,0,12.0
1,Premium Customers,0,10.0,3,1.0,0.0,157.68,2.0,2.0,0,17.0
1,Premium Customers,0,12.0,3,3.0,3.0,150.42,8.0,2.0,0,13.0
2,Loyal Customers,0,18.0,1,3.0,3.0,157.7,9.0,2.0,0,19.0
0,High Churn Risk,0,11.0,3,1.0,0.0,177.56,2.0,2.0,1,19.0
1,Premium Customers,1,0.0,5,6.0,0.0,203.06,0.0,2.0,0,17.0
3,Discount Seekers,0,10.0,4,7.0,4.0,139.36,7.0,3.0,0,11.0
0,High Churn Risk,0,13.0,1,3.0,3.0,179.45,3.0,2.0,1,15.0
0,High Churn Risk,0,17.0,1,1.0,1.0,157.43,2.0,2.0,1,11.0
2,Loyal Customers,0,21.0,1,2.0,0.0,252.01999999999998,2.0,2.0,0,25.0
0,High Churn Risk,1,0.0,1,2.0,0.0,154.4,2.0,2.0,1,14.0
0,High Churn Risk,0,0.0,1,1.0,0.0,137.6,3.0,2.0,1,13.0
1,Premium Customers,0,0.0,3,1.0,0.0,135.17,2.0,2.0,0,17.0
1,Premium Customers,0,0.0,1,1.0,0.0,125.80000000000001,2.0,2.0,0,13.0
0,High Churn Risk,1,9.0,5,1.0,0.0,121.66,3.0,3.0,1,14.0
1,Premium Customers,0,2.0,3,1.0,1.0,158.69,4.0,2.0,0,11.0
1,Premium Customers,0,9.0,5,1.0,1.0,180.08,2.0,2.0,0,12.0
1,Premium Customers,0,0.0,3,1.0,1.0,152.06,7.0,3.0,0,17.0
1,Premium Customers,0,12.0,4,1.0,1.0,152.95,0.0,3.0,0,21.0
2,Loyal Customers,0,22.0,4,1.0,1.0,264.13,2.0,3.0,0,16.0
2,Loyal Customers,0,23.0,5,2.0,0.0,232.69,11.0,2.0,0,15.0
1,Premium Customers,0,0.0,3,2.0,0.0,127.83000000000001,2.0,3.0,0,19.0
1,Premium Customers,0,7.0,4,7.0,1.0,154.33,9.0,3.0,0,12.0
1,Premium Customers,0,9.0,4,1.0,0.0,120.13,3.0,3.0,0,11.0
2,Loyal Customers,0,22.0,3,2.0,2.0,239.66000000000003,12.0,2.0,1,19.0
1,Premium Customers,0,9.0,3,1.0,0.0,143.74,2.0,2.0,0,15.0
1,Premium Customers,0,9.0,5,1.0,0.0,168.42,4.0,3.0,0,20.0
2,Loyal Customers,0,27.0,3,4.0,1.0,274.26,7.0,3.0,0,25.0
2,Loyal Customers,0,16.0,3,6.0,1.0,276.03,11.0,3.0,0,24.0
3,Discount Seekers,1,0.0,1,6.0,5.0,145.81,7.0,2.0,1,24.0
1,Premium Customers,0,11.0,1,2.0,1.0,147.35,9.0,2.0,0,15.0
0,High Churn Risk,0,2.0,4,1.0,0.0,141.87,9.0,2.0,1,13.0
1,Premium Customers,0,6.0,1,1.0,1.0,155.05,4.0,3.0,0,14.0
1,Premium Customers,0,5.0,4,1.0,1.0,154.7,6.0,2.0,0,13.0
1,Premium Customers,0,4.0,1,1.0,0.0,154.76,2.0,3.0,0,11.0
0,High Churn Risk,0,22.0,5,2.0,0.0,125.87,2.0,3.0,1,16.0
1,Premium Customers,0,11.0,4,3.0,0.0,124.4,3.0,2.0,0,22.0
2,Loyal Customers,0,20.0,4,2.0,1.0,259.72,2.0,2.0,0,14.0
2,Loyal Customers,0,22.0,3,2.0,1.0,253.79000000000002,0.0,2.0,0,14.0
0,High Churn Risk,0,14.0,3,1.0,0.0,170.82,2.0,3.0,1,16.0
1,Premium Customers,0,0.0,5,1.0,0.0,127.28,2.0,3.0,0,11.0
0,High Churn Risk,0,6.0,1,1.0,0.0,153.68,2.0,2.0,1,25.0
1,Premium Customers,0,9.0,3,1.0,1.0,153.47,2.0,3.0,0,14.0
0,High Churn Risk,0,17.0,1,2.0,2.0,131.95,2.0,2.0,1,18.0
0,High Churn Risk,1,0.0,3,1.0,1.0,139.89,2.0,3.0,1,11.0
1,Premium Customers,0,11.0,3,1.0,0.0,133.06,0.0,2.0,0,19.0
2,Loyal Customers,0,26.0,1,1.0,0.0,170.05,2.0,2.0,0,15.0
0,High Churn Risk,1,11.0,3,7.0,1.0,126.55000000000001,7.0,3.0,1,11.0
1,Premium Customers,1,9.0,4,1.0,0.0,113.93,0.0,3.0,0,12.0
1,Premium Customers,0,0.0,1,5.0,0.0,125.69999999999999,7.0,3.0,0,20.0
1,Premium Customers,0,28.0,4,1.0,1.0,135.37,2.0,3.0,0,12.0
1,Premium Customers,0,7.0,1,4.0,0.0,139.86,13.0,2.0,0,14.0
2,Loyal Customers,0,30.0,1,1.0,1.0,208.82999999999998,0.0,3.0,0,20.0
1,Premium Customers,0,9.0,4,2.0,0.0,120.28,13.0,3.0,0,18.0
1,Premium Customers,0,10.0,1,1.0,1.0,195.25,3.0,2.0,0,14.0
1,Premium Customers,0,7.0,1,8.0,1.0,129.29,7.0,3.0,0,12.0
0,High Churn Risk,1,9.0,1,1.0,1.0,122.75,2.0,3.0,1,21.0
0,High Churn Risk,0,17.0,1,6.0,1.0,178.79,7.0,3.0,1,19.0
0,High Churn Risk,0,8.0,1,1.0,1.0,149.3,4.0,3.0,1,14.0
3,Discount Seekers,0,16.0,1,8.0,3.0,178.47,8.0,3.0,1,17.0
1,Premium Customers,0,0.0,3,1.0,0.0,144.01,4.0,3.0,0,16.0
3,Discount Seekers,0,14.0,3,8.0,3.0,192.41,7.0,2.0,0,12.0
1,Premium Customers,0,2.0,3,1.0,0.0,129.74,2.0,3.0,0,17.0
3,Discount Seekers,0,9.0,1,6.0,6.0,145.02,7.0,2.0,0,15.0
3,Discount Seekers,0,18.0,3,14.0,4.0,207.48000000000002,4.0,3.0,0,23.0
1,Premium Customers,1,9.0,3,1.0,0.0,115.55000000000001,0.0,2.0,0,11.0
3,Discount Seekers,1,10.0,3,14.0,6.0,229.36,3.0,2.0,0,11.0
1,Premium Customers,0,9.0,3,1.0,1.0,123.05000000000001,2.0,3.0,0,15.0
2,Loyal Customers,0,18.0,4,8.0,1.0,267.04,6.0,2.0,0,11.0
1,Premium Customers,0,5.0,3,1.0,0.0,134.33,3.0,2.0,0,13.0
1,Premium Customers,0,4.0,3,1.0,1.0,134.77,3.0,3.0,0,14.0
1,Premium Customers,0,14.0,4,1.0,0.0,164.3,2.0,2.0,0,19.0
0,High Churn Risk,0,13.0,5,1.0,1.0,165.16,0.0,3.0,1,16.0
1,Premium Customers,0,0.0,5,1.0,1.0,139.07,2.0,3.0,0,13.0
1,Premium Customers,0,19.0,4,1.0,1.0,155.62,9.0,2.0,0,14.0
1,Premium Customers,0,8.0,3,1.0,1.0,168.83,7.0,2.0,0,16.0
1,Premium Customers,0,3.0,1,1.0,0.0,128.62,8.0,3.0,0,12.0
1,Premium Customers,0,20.0,4,1.0,0.0,149.78,0.0,2.0,0,11.0
0,High Churn Risk,0,19.0,1,1.0,0.0,203.68,3.0,3.0,1,12.0
0,High Churn Risk,1,0.0,5,2.0,1.0,161.34,2.0,3.0,1,13.0
1,Premium Customers,1,0.0,4,1.0,0.0,167.35,0.0,2.0,0,15.0
1,Premium Customers,0,0.0,4,1.0,0.0,132.95,2.0,2.0,0,13.0
1,Premium Customers,0,4.0,1,1.0,0.0,152.38,4.0,1.0,0,20.0
0,High Churn Risk,0,12.0,1,5.0,0.0,164.72,8.0,3.0,1,15.0
1,Premium Customers,0,5.0,3,1.0,0.0,196.1,2.0,3.0,0,13.0
3,Discount Seekers,0,13.0,4,12.0,12.0,298.33,8.0,2.0,0,15.0
1,Premium Customers,0,18.0,3,1.0,1.0,197.56,3.0,2.0,0,21.0
1,Premium Customers,0,3.0,5,1.0,0.0,149.68,7.0,3.0,0,16.0
1,Premium Customers,0,9.0,1,2.0,0.0,121.44999999999999,1.0,2.0,0,14.0
1,Premium Customers,1,9.0,1,1.0,1.0,121.80000000000001,2.0,3.0,0,11.0
1,Premium Customers,0,4.0,3,1.0,1.0,183.46,2.0,2.0,0,19.0
1,Premium Customers,0,0.0,1,1.0,0.0,134.45,4.0,3.0,0,11.0
1,Premium Customers,1,0.0,4,2.0,2.0,127.6,2.0,3.0,0,13.0
0,High Churn Risk,0,2.0,3,1.0,1.0,162.94,2.0,3.0,1,12.0
1,Premium Customers,0,3.0,5,1.0,1.0,171.4,7.0,3.0,0,11.0
0,High Churn Risk,0,7.0,1,1.0,1.0,129.32,2.0,3.0,1,14.0
1,Premium Customers,0,6.0,4,1.0,1.0,151.47,7.0,3.0,0,15.0
1,Premium Customers,0,22.0,1,1.0,0.0,145.07,4.0,3.0,0,12.0
0,High Churn Risk,1,0.0,5,1.0,1.0,185.64,0.0,3.0,1,20.0
1,Premium Customers,0,11.0,4,1.0,0.0,124.68,5.0,3.0,0,14.0
1,Premium Customers,1,0.0,3,1.0,0.0,181.61,0.0,3.0,0,13.0
1,Premium Customers,0,9.0,5,1.0,0.0,121.09,0.0,3.0,0,13.0
1,Premium Customers,0,3.0,3,1.0,1.0,152.94,7.0,2.0,0,16.0
1,Premium Customers,0,5.0,4,1.0,1.0,127.18,7.0,3.0,0,14.0
0,High Churn Risk,0,11.0,1,1.0,0.0,158.11,0.0,2.0,1,16.0
0,High Churn Risk,1,6.0,3,1.0,1.0,124.37,0.0,2.0,1,16.0
1,Premium Customers,0,15.0,4,1.0,1.0,127.66,4.0,3.0,0,22.0
2,Loyal Customers,0,28.0,5,1.0,1.0,290.38,0.0,2.0,0,12.0
1,Premium Customers,0,6.0,4,1.0,0.0,130.55,7.0,3.0,0,15.0
1,Premium Customers,0,9.0,5,1.0,0.0,122.88999999999999,4.0,3.0,0,20.0
0,High Churn Risk,0,7.0,3,1.0,1.0,140.01,7.0,2.0,1,14.0
2,Loyal Customers,0,26.0,3,1.0,1.0,229.64999999999998,3.0,2.0,1,20.0
1,Premium Customers,0,16.0,1,1.0,1.0,135.39,8.0,3.0,0,13.0
1,Premium Customers,0,7.0,1,2.0,2.0,160.29,2.0,2.0,0,12.0
1,Premium Customers,1,0.0,4,1.0,0.0,126.78999999999999,0.0,3.0,0,13.0
1,Premium Customers,0,11.0,3,1.0,1.0,137.02,4.0,2.0,0,11.0
0,High Churn Risk,1,0.0,5,1.0,0.0,123.97999999999999,0.0,3.0,1,17.0
1,Premium Customers,0,4.0,1,5.0,0.0,154.68,7.0,3.0,0,14.0
2,Loyal Customers,0,24.0,3,2.0,2.0,231.16000000000003,3.0,2.0,0,11.0
1,Premium Customers,0,10.0,4,1.0,1.0,141.89,3.0,2.0,0,14.0
2,Loyal Customers,0,19.0,1,2.0,2.0,293.28,2.0,2.0,1,15.0
0,High Churn Risk,0,9.0,5,5.0,2.0,183.21,7.0,2.0,1,13.0
0,High Churn Risk,1,7.0,4,2.0,2.0,123.41999999999999,3.0,3.0,1,12.0
1,Premium Customers,0,10.0,4,4.0,3.0,140.71,7.0,2.0,0,13.0
0,High Churn Risk,1,0.0,1,7.0,3.0,158.13,7.0,2.0,1,18.0
3,Discount Seekers,0,6.0,5,7.0,3.0,131.43,6.0,3.0,0,19.0
1,Premium Customers,0,9.0,1,1.0,0.0,120.44,3.0,2.0,0,11.0
1,Premium Customers,0,12.0,3,2.0,2.0,234.64,2.0,3.0,0,21.0
1,Premium Customers,0,19.0,4,2.0,1.0,179.91,2.0,3.0,0,15.0
1,Premium Customers,0,13.0,5,1.0,1.0,133.77,2.0,3.0,0,17.0
1,Premium Customers,0,15.0,5,1.0,1.0,155.38,0.0,3.0,0,18.0
1,Premium Customers,0,8.0,1,1.0,1.0,157.62,7.0,2.0,0,14.0
1,Premium Customers,0,11.0,4,3.0,2.0,125.91999999999999,8.0,3.0,0,13.0
1,Premium Customers,1,0.0,5,1.0,0.0,153.46,7.0,3.0,0,17.0
1,Premium Customers,1,0.0,5,1.0,0.0,142.13,8.0,2.0,0,15.0
1,Premium Customers,0,12.0,1,2.0,1.0,141.27,2.0,2.0,0,18.0
1,Premium Customers,0,16.0,3,1.0,1.0,124.38,2.0,2.0,0,13.0
1,Premium Customers,0,14.0,4,1.0,0.0,168.7,2.0,2.0,0,12.0
3,Discount Seekers,0,14.0,3,13.0,5.0,204.47,5.0,2.0,1,13.0
1,Premium Customers,0,3.0,3,1.0,0.0,196.67,2.0,3.0,0,14.0
0,High Churn Risk,1,9.0,4,1.0,0.0,121.47999999999999,4.0,3.0,1,11.0
1,Premium Customers,1,9.0,4,3.0,3.0,189.26,7.0,3.0,0,22.0
1,Premium Customers,0,13.0,1,1.0,0.0,165.13,3.0,2.0,0,17.0
1,Premium Customers,0,7.0,3,4.0,2.0,167.99,8.0,3.0,0,21.0
3,Discount Seekers,0,30.0,4,14.0,1.0,262.91,14.0,2.0,0,22.0
1,Premium Customers,0,8.0,3,1.0,0.0,127.05000000000001,3.0,3.0,0,16.0
3,Discount Seekers,0,20.0,4,14.0,5.0,203.33,10.0,3.0,1,12.0
1,Premium Customers,0,13.0,5,7.0,1.0,144.48,7.0,2.0,0,12.0
2,Loyal Customers,0,27.0,1,1.0,1.0,168.54,7.0,3.0,0,15.0
1,Premium Customers,0,4.0,5,2.0,2.0,196.37,2.0,3.0,0,14.0
1,Premium Customers,0,1.0,5,1.0,1.0,135.91,2.0,3.0,0,25.0
0,High Churn Risk,0,11.0,1,1.0,0.0,154.05,3.0,3.0,1,20.0
1,Premium Customers,0,0.0,1,1.0,1.0,146.84,2.0,2.0,0,13.0
2,Loyal Customers,0,30.0,3,2.0,2.0,257.87,2.0,2.0,1,14.0
1,Premium Customers,0,9.0,3,1.0,1.0,115.13999999999999,0.0,2.0,0,16.0
1,Premium Customers,1,0.0,5,1.0,1.0,129.56,0.0,3.0,0,17.0
0,High Churn Risk,1,0.0,5,2.0,2.0,123.35,0.0,2.0,1,15.0
1,Premium Customers,0,18.0,3,5.0,3.0,151.54,7.0,3.0,0,22.0
0,High Churn Risk,0,9.0,4,1.0,1.0,169.62,0.0,3.0,1,22.0
3,Discount Seekers,0,16.0,1,7.0,7.0,156.75,7.0,3.0,0,20.0
0,High Churn Risk,0,0.0,1,1.0,1.0,123.78999999999999,2.0,2.0,1,14.0
1,Premium Customers,0,2.0,1,3.0,1.0,138.12,10.0,2.0,0,13.0
1,Premium Customers,0,5.0,1,1.0,0.0,146.48,0.0,3.0,0,13.0
1,Premium Customers,0,15.0,3,3.0,3.0,129.36,3.0,3.0,0,22.0
1,Premium Customers,0,9.0,3,2.0,0.0,121.05000000000001,0.0,3.0,0,12.0
2,Loyal Customers,0,19.0,1,4.0,0.0,185.78,7.0,2.0,0,14.0
1,Premium Customers,0,1.0,1,2.0,1.0,127.06,2.0,3.0,0,15.0
1,Premium Customers,0,2.0,3,1.0,0.0,163.84,6.0,3.0,0,17.0
1,Premium Customers,0,15.0,3,1.0,1.0,139.68,0.0,2.0,0,13.0
0,High Churn Risk,1,0.0,4,2.0,1.0,199.07,2.0,2.0,1,12.0
2,Loyal Customers,0,19.0,5,2.0,2.0,232.25,8.0,2.0,0,12.0
1,Premium Customers,0,0.0,3,5.0,3.0,135.4,8.0,2.0,0,21.0
1,Premium Customers,0,2.0,4,1.0,1.0,128.04,0.0,3.0,0,11.0
3,Discount Seekers,0,16.0,3,6.0,6.0,293.92,14.0,2.0,0,15.0
3,Discount Seekers,0,21.0,4,12.0,3.0,296.65,9.0,3.0,0,15.0
0,High Churn Risk,1,0.0,1,1.0,1.0,124.38999999999999,0.0,3.0,1,24.0
1,Premium Customers,1,9.0,4,1.0,1.0,173.14,7.0,3.0,0,21.0
1,Premium Customers,0,0.0,5,7.0,0.0,147.74,3.0,3.0,0,19.0
1,Premium Customers,0,12.0,1,2.0,0.0,139.02,2.0,2.0,0,14.0
1,Premium Customers,0,28.0,1,1.0,1.0,126.62,4.0,3.0,0,20.0
1,Premium Customers,0,1.0,4,1.0,1.0,128.56,0.0,3.0,0,19.0
1,Premium Customers,1,0.0,1,1.0,0.0,110.81,0.0,2.0,0,13.0
0,High Churn Risk,1,0.0,4,1.0,1.0,124.72,0.0,3.0,1,23.0
0,High Churn Risk,0,9.0,3,1.0,0.0,156.73,7.0,3.0,1,13.0
1,Premium Customers,0,4.0,3,1.0,0.0,141.97,2.0,2.0,0,11.0
0,High Churn Risk,0,7.0,1,1.0,0.0,197.13,0.0,3.0,1,13.0
1,Premium Customers,0,9.0,5,1.0,0.0,120.62,2.0,2.0,0,14.0
0,High Churn Risk,0,10.0,5,1.0,0.0,142.84,4.0,3.0,1,22.0
0,High Churn Risk,0,8.0,4,1.0,0.0,147.88,2.0,2.0,1,11.0
1,Premium Customers,0,18.0,1,3.0,0.0,159.06,8.0,3.0,0,13.0
1,Premium Customers,0,9.0,1,1.0,1.0,138.86,8.0,3.0,0,21.0
3,Discount Seekers,0,13.0,5,11.0,1.0,268.23,16.0,3.0,0,11.0
0,High Churn Risk,0,0.0,3,1.0,0.0,129.33,0.0,3.0,1,13.0
1,Premium Customers,0,0.0,3,1.0,0.0,165.0,7.0,2.0,0,14.0
2,Loyal Customers,0,21.0,1,4.0,1.0,271.74,7.0,2.0,0,11.0
1,Premium Customers,0,17.0,5,2.0,1.0,150.33,2.0,3.0,0,15.0
0,High Churn Risk,1,9.0,5,3.0,0.0,123.07,0.0,2.0,1,23.0
1,Premium Customers,1,19.0,1,1.0,0.0,125.87,0.0,3.0,0,16.0
1,Premium Customers,0,9.0,4,1.0,1.0,155.07,3.0,2.0,0,16.0
1,Premium Customers,0,14.0,4,1.0,0.0,143.93,4.0,2.0,0,21.0
2,Loyal Customers,0,15.0,5,2.0,5.0,233.48000000000002,7.0,2.0,0,13.0
0,High Churn Risk,0,4.0,1,1.0,1.0,165.83,4.0,2.0,1,11.0
0,High Churn Risk,0,7.0,1,1.0,0.0,181.03,1.0,3.0,1,12.0
1,Premium Customers,0,4.0,3,2.0,1.0,139.78,2.0,3.0,0,12.0
1,Premium Customers,0,0.0,1,7.0,2.0,125.44,7.0,3.0,0,18.0
1,Premium Customers,0,18.0,3,1.0,0.0,153.99,3.0,2.0,0,12.0
1,Premium Customers,0,6.0,3,1.0,0.0,154.87,9.0,2.0,0,14.0
0,High Churn Risk,0,1.0,1,1.0,1.0,168.34,7.0,2.0,1,12.0
1,Premium Customers,1,0.0,5,1.0,0.0,110.91,0.0,2.0,0,17.0
1,Premium Customers,0,12.0,3,1.0,0.0,157.36,2.0,2.0,0,19.0
1,Premium Customers,0,9.0,4,1.0,0.0,122.25999999999999,2.0,2.0,0,11.0
3,Discount Seekers,0,7.0,1,6.0,3.0,157.47,11.0,2.0,1,15.0
0,High Churn Risk,1,0.0,3,2.0,0.0,198.54,2.0,2.0,1,11.0
1,Premium Customers,0,20.0,4,1.0,0.0,154.67,7.0,3.0,0,18.0
1,Premium Customers,0,29.0,5,1.0,0.0,153.8,0.0,2.0,0,16.0
1,Premium Customers,0,12.0,5,7.0,0.0,151.51,9.0,2.0,0,25.0
0,High Churn Risk,0,9.0,4,1.0,1.0,121.33000000000001,7.0,2.0,1,16.0
2,Loyal Customers,0,60.0,1,1.0,1.0,278.75,0.0,3.0,1,13.0
0,High Churn Risk,1,0.0,3,1.0,0.0,124.32,3.0,2.0,1,14.0
1,Premium Customers,0,11.0,1,1.0,0.0,147.71,3.0,3.0,0,19.0
2,Loyal Customers,0,22.0,1,4.0,1.0,291.61,3.0,2.0,0,15.0
0,High Churn Risk,0,15.0,1,1.0,1.0,150.87,0.0,3.0,1,12.0
1,Premium Customers,1,0.0,4,1.0,1.0,128.63,0.0,3.0,0,12.0
1,Premium Customers,0,8.0,5,1.0,1.0,155.61,4.0,3.0,0,16.0
1,Premium Customers,0,9.0,3,1.0,0.0,121.44,4.0,2.0,0,14.0
0,High Churn Risk,0,4.0,5,2.0,2.0,130.65,3.0,3.0,1,13.0
1,Premium Customers,0,9.0,4,1.0,1.0,128.1,2.0,3.0,0,22.0
1,Premium Customers,0,7.0,1,2.0,2.0,198.88,1.0,2.0,0,21.0
1,Premium Customers,0,7.0,3,1.0,0.0,186.28,1.0,2.0,0,18.0
3,Discount Seekers,0,0.0,5,7.0,7.0,128.67,6.0,3.0,0,13.0
1,Premium Customers,0,2.0,5,1.0,0.0,153.73,2.0,2.0,0,12.0
1,Premium Customers,0,5.0,1,1.0,0.0,166.67,2.0,2.0,0,18.0
3,Discount Seekers,0,4.0,5,8.0,6.0,150.03,7.0,2.0,0,21.0
1,Premium Customers,1,0.0,1,1.0,1.0,123.66999999999999,3.0,2.0,0,12.0
1,Premium Customers,0,11.0,5,1.0,1.0,128.58,0.0,3.0,0,14.0
0,High Churn Risk,0,8.0,1,1.0,1.0,152.04,9.0,2.0,1,11.0
1,Premium Customers,0,0.0,1,1.0,1.0,141.05,7.0,2.0,0,14.0
1,Premium Customers,0,5.0,1,1.0,1.0,196.79,0.0,2.0,0,24.0
0,High Churn Risk,1,0.0,1,1.0,0.0,156.17,8.0,3.0,1,11.0
0,High Churn Risk,1,16.0,5,2.0,0.0,204.48,2.0,3.0,1,13.0
1,Premium Customers,0,27.0,3,2.0,1.0,128.97,3.0,3.0,0,11.0
1,Premium Customers,0,6.0,3,2.0,0.0,159.68,8.0,2.0,0,20.0
1,Premium Customers,0,16.0,3,1.0,1.0,175.1,9.0,1.0,0,17.0
0,High Churn Risk,0,11.0,4,1.0,0.0,129.91,2.0,3.0,1,11.0
2,Loyal Customers,0,28.0,4,1.0,1.0,296.36,4.0,3.0,1,15.0
0,High Churn Risk,0,4.0,1,1.0,0.0,111.28999999999999,0.0,2.0,1,11.0
2,Loyal Customers,0,12.0,5,2.0,4.0,233.41000000000003,10.0,3.0,0,12.0
1,Premium Customers,0,15.0,3,3.0,3.0,143.32,7.0,2.0,0,12.0
1,Premium Customers,0,4.0,3,4.0,3.0,210.31,3.0,2.0,0,20.0
0,High Churn Risk,0,27.0,5,1.0,0.0,144.4,4.0,3.0,1,19.0
1,Premium Customers,0,0.0,3,1.0,1.0,146.17,2.0,2.0,0,12.0
1,Premium Customers,0,0.0,1,1.0,1.0,126.47,4.0,3.0,0,13.0
3,Discount Seekers,0,13.0,3,9.0,7.0,163.23,4.0,3.0,0,11.0
1,Premium Customers,0,13.0,4,5.0,1.0,156.77,10.0,3.0,0,14.0
1,Premium Customers,0,9.0,4,1.0,0.0,121.87,2.0,2.0,0,14.0
1,Premium Customers,0,3.0,4,1.0,1.0,137.48,7.0,3.0,0,13.0
0,High Churn Risk,0,0.0,3,1.0,0.0,139.77,2.0,2.0,1,19.0
3,Discount Seekers,0,20.0,3,12.0,9.0,186.33,11.0,2.0,0,23.0
1,Premium Customers,0,9.0,3,1.0,0.0,120.08000000000001,0.0,2.0,0,12.0
1,Premium Customers,0,11.0,4,5.0,1.0,144.4,8.0,2.0,0,15.0
1,Premium Customers,0,4.0,3,1.0,0.0,130.67,2.0,3.0,0,19.0
3,Discount Seekers,0,11.0,3,7.0,2.0,153.21,7.0,3.0,0,11.0
0,High Churn Risk,0,15.0,5,1.0,1.0,154.1,2.0,2.0,1,17.0
1,Premium Customers,0,14.0,1,1.0,0.0,127.82,0.0,3.0,0,22.0
2,Loyal Customers,0,20.0,4,5.0,0.0,219.57,3.0,3.0,0,18.0
0,High Churn Risk,0,8.0,3,2.0,2.0,126.6,2.0,2.0,1,11.0
1,Premium Customers,0,0.0,3,1.0,1.0,133.75,2.0,3.0,0,12.0
1,Premium Customers,0,8.0,3,1.0,0.0,150.98,8.0,2.0,0,19.0
3,Discount Seekers,0,6.0,1,8.0,6.0,148.78,1.0,3.0,1,13.0
1,Premium Customers,0,5.0,4,4.0,0.0,128.37,1.0,3.0,0,13.0
1,Premium Customers,0,13.0,1,1.0,1.0,124.06,0.0,2.0,0,19.0
1,Premium Customers,0,9.0,4,2.0,2.0,122.69,2.0,3.0,0,14.0
1,Premium Customers,0,12.0,1,1.0,0.0,141.08,7.0,2.0,0,13.0
2,Loyal Customers,0,11.0,3,2.0,0.0,232.06,11.0,3.0,0,12.0
1,Premium Customers,0,5.0,1,5.0,0.0,204.22,7.0,2.0,0,19.0
0,High Churn Risk,0,10.0,1,2.0,5.0,237.44,8.0,2.0,1,25.0
0,High Churn Risk,0,0.0,3,1.0,0.0,149.07,4.0,2.0,1,22.0
1,Premium Customers,0,25.0,1,1.0,1.0,134.82,0.0,2.0,0,15.0
0,High Churn Risk,0,17.0,1,1.0,1.0,124.36000000000001,2.0,2.0,1,12.0
0,High Churn Risk,0,0.0,5,1.0,1.0,123.80000000000001,2.0,2.0,1,11.0
2,Loyal Customers,0,12.0,1,1.0,1.0,294.31,3.0,2.0,0,15.0
1,Premium Customers,1,9.0,5,1.0,1.0,117.9,0.0,2.0,0,19.0
1,Premium Customers,0,9.0,1,3.0,0.0,176.44,4.0,3.0,0,19.0
1,Premium Customers,0,9.0,4,1.0,0.0,151.31,2.0,3.0,0,13.0
2,Loyal Customers,0,29.0,3,1.0,0.0,163.06,9.0,2.0,0,21.0
0,High Churn Risk,1,0.0,1,2.0,2.0,147.87,2.0,2.0,1,14.0
2,Loyal Customers,0,15.0,3,4.0,1.0,288.8,14.0,2.0,0,11.0
3,Discount Seekers,1,19.0,3,9.0,6.0,123.38999999999999,8.0,3.0,0,11.0
2,Loyal Customers,0,14.0,4,2.0,1.0,235.7,10.0,2.0,0,23.0
1,Premium Customers,0,7.0,3,1.0,1.0,167.12,7.0,3.0,0,21.0
3,Discount Seekers,0,9.0,1,11.0,5.0,154.06,11.0,2.0,0,24.0
1,Premium Customers,0,14.0,4,1.0,1.0,189.38,4.0,2.0,0,11.0
1,Premium Customers,0,5.0,5,1.0,0.0,124.38999999999999,2.0,3.0,0,14.0
0,High Churn Risk,0,8.0,1,1.0,1.0,188.37,7.0,2.0,1,16.0
1,Premium Customers,0,11.0,1,1.0,0.0,153.43,9.0,3.0,0,11.0
1,Premium Customers,1,13.0,3,1.0,1.0,167.28,1.0,3.0,0,12.0
1,Premium Customers,0,9.0,1,1.0,1.0,166.52,0.0,3.0,0,13.0
1,Premium Customers,0,18.0,3,1.0,0.0,148.5,1.0,2.0,0,15.0
1,Premium Customers,0,13.0,3,2.0,0.0,128.09,2.0,3.0,0,14.0
0,High Churn Risk,0,8.0,3,1.0,0.0,156.89,2.0,3.0,1,14.0
1,Premium Customers,0,9.0,3,1.0,0.0,120.00999999999999,2.0,3.0,0,14.0
1,Premium Customers,0,8.0,1,1.0,1.0,129.77,1.0,3.0,0,12.0
0,High Churn Risk,0,2.0,4,1.0,0.0,140.25,3.0,2.0,1,13.0
1,Premium Customers,0,2.0,5,1.0,0.0,137.85,4.0,3.0,0,14.0
0,High Churn Risk,1,13.0,5,2.0,2.0,208.54000000000002,0.0,2.0,1,13.0
